date,headline,source,summary
2025-01-14,Mawer Investment Management Q4 2024 Quarterly Update,SeekingAlpha,"Global central banks continued to ease this quarter, though the pace of easing varied. Click here to read the full commentary."
2025-01-23,This Healthcare Stock Might Just Be RFK Jr. Proof,MarketWatch,This Healthcare Stock Might Just Be RFK Jr. Proof
2025-01-24,NZS Capital Q4 2024 Shareholder Letter,SeekingAlpha,The NZS Growth Equity strategy declined 1.09% in the fourth quarter of 2024 and returned 21.25% for the full year.
2025-01-26,Abbott Laboratories: Strong Q4 Results And Bullish Outlook,SeekingAlpha,"Financial analysis of Abbott Laboratories Q4 2024 results and 2025 outlook, with a Buy rating due to revenue growth and EPS increase."
2025-01-29,"Danaher 4Q Revenue Rises on Gains in Life Sciences, Biotech",Finnhub,"By Dean Seal Danaher reported higher earnings and revenue in the fourth quarter from gains in its life-sciences and biotechnology units, though it expects the top line to decline in the first..."
2025-01-29,Danaher Fourth-Quarter Earnings Miss Estimates; Expects Decline in Core Revenue,Yahoo,"Danaher (DHR) on Wednesday reported fourth-quarter earnings that fell short of market estimates, whi"
2025-01-29,Danaher Q4: EPS Miss Expectations Amid Diagnostics Segment Lag,Yahoo,"Danaher Corporation (NYSE:DHR) shares are trading lower in the premarket session on Wednesday. The company reported fourth-quarter adjusted earnings per share of $2.14 missing the street view of $2.16. Quarterly sales of $6.54 billion (+2%) beat the analyst consensus estimate of $6.42 billion. The Biotechnology segment gained 6.5% year over year in the quarter under review, while the Life Sciences segment rose 5.5%. The Diagnostics segment sales decreased by 3% year over year. The company exited"
2025-01-30,Why Danaher Corp. (DHR) Crashed on Wednesday?,Yahoo,"We recently published a list of These 10 Stocks Were Wednesday’s Worst Performers. In this article, we are going to take a look at where Danaher Corporation (NYSE:DHR) stands among Wednesday’s worst-performing stocks. The stock market declined on Wednesday, with all major indices finishing in the red, driven by losses in technology stocks. The Nasdaq […]"
2025-02-04,Danaher Corp. stock underperforms Monday when compared to competitors,MarketWatch,Danaher Corp. stock underperforms Monday when compared to competitors
2025-02-04,Raymond James downgrades Danaher on murky growth outlook,Yahoo,"Investing.com -- Raymond James downgraded Danaher Corporation (NYSE:DHR) to Market Perform from Outperform, citing concerns over the companys growth trajectory following its fourth-quarter results and guidance that lagged peers."
2025-02-05,"Johnson Controls Names Weidemanis CEO, Logs 1Q Income Growth",Finnhub,"By Rob Curran Johnson Controls named Danaher executive Joakim Weidemanis as chief executive to succeed George Oliver, who last year divulged plans to step down following pressure from activist..."
2025-02-06,Third Point Q4 2024 Investor Letter,SeekingAlpha,"During Q4 2024, Third Point returned 9.1% in the flagship Offshore Fund, and for the 
year returned 24.2%.  Click here to read the full letter."
2025-02-09,"Danaher Corporation (DHR): ‘Sharp as a Tack People Who’ve Lost Their Way,’ Says Jim Cramer",Yahoo,"We recently published a list of Jim Cramer Discussed These 12 Stocks Recently. In this article, we are going to take a look at where Danaher Corporation (NYSE:DHR) stands against other stocks that Jim Cramer discussed recently. Jim Cramer, the host of Mad Money, recently examined the latest market trends, highlighting some important themes where […]"
2025-02-17,Weitz Large Cap Equity Fund Q4 2024 Commentary,SeekingAlpha,"For the calendar year, the Fundâs Institutional Class returned +12.84%, while the Russell 1000 Index returned +24.51%. Read more here."
2025-02-17,Danaher: Self-Inflicted Pessimism?,SeekingAlpha,Danaher Corp. shows resilience with strong margins and FCF despite challenges. Learn why DHR stock is undervalued and could offer significant upside.
2025-02-19,BNY Mellon Dynamic Value Fund Q4 2024 Commentary,SeekingAlpha,BNY Mellon Dynamic Value Fund (Class A at NAV) returned -1.48% during the fourth quarter of 2024. Read more here.
2025-02-24,Danaher Full Year 2024 Earnings: EPS Misses Expectations,Yahoo,Danaher ( NYSE:DHR ) Full Year 2024 Results Key Financial Results Revenue: US$23.9b (flat on FY 2023). Net income...
2025-02-25,Danaher Rewards Shareholders With 18.5% Dividend Increase,Yahoo,DHRs measures to consistently reward shareholders through dividends and share buybacks hold promise.
2025-02-25,Hartford Healthcare Fund Q4 2024 Commentary,SeekingAlpha,The Hartford Healthcare Fund (I share) underperformed the S&P Composite 1500 Health Care Index during the quarter. Read more here.
2025-02-25,The Buffett Blueprint - How Im Building My Own Berkshire Hathaway,SeekingAlpha,"Warren Buffetts recent Berkshire Hathaway letter highlights his disciplined, long-term approach. Find out what we can learn from Buffetts latest insights."
2025-03-01,Danaher (DHR) Down 7.8% Since Last Earnings Report: Can It Rebound?,Yahoo,Danaher (DHR) reported earnings 30 days ago. Whats next for the stock? We take a look at earnings estimates for some clues.
2025-03-07,ClearBridge Large Cap Value ESG Strategy Q4 2024 Commentary,SeekingAlpha,The ClearBridge Large Cap Value ESG Strategy outperformed its Russell 1000 Value Index benchmark during the fourth quarter. Click here to read the full commentary.
2025-03-11,Heres Why You Should Avoid Betting on Danaher Stock Right Now,Yahoo,Persistent softness in the Life Sciences segment weighs on DHRs performance. An increase in operating expenses is an added concern.
2025-03-11,Invesco Global Core Equity Fund Q4 2024 Commentary,SeekingAlpha,"Global equity returns were mixed in the fourth quarter, with developed equities outperforming emerging market equities."
2025-03-12,Fidelity Select Health Care Portfolio Q4 2024 Review,SeekingAlpha,"Health care stocks returned -9.75% in the final quarter of 2024, according to the MSCI U.S. IMI Health Care 25/50 Index, widely lagging the 2.41% gain of the broad-based S&P 500Â® index."
2025-03-15,"Chipotle upgraded, Charter initiated: Wall Street’s top analyst calls",Yahoo,"The most talked about and market moving research calls around Wall Street are now in one place. Here are today’s research calls that investors need to know, as compiled by The Fly. Top 5 Upgrades: Loop Capital upgraded Chipotle (CMG) to Buy from Neutral with a price target of $65, up from $58. There is the potential for at least 7.0%-8.0% upside to the current consensus EPS estimate of $1.30 for 2025 if comparable sales continue to beat expectations over the course of the current year, the firm"
2025-03-15,Veralto: Adding To Its Reputation,SeekingAlpha,Veralto delivers solid growth but at demanding multiples. Find out why VLTO stock is still too rich for a buy despite a promising outlook for 2025.
2025-03-15,"Danaher Stock Has Fallen Far Enough. Buy It Now, Says Analyst.",Yahoo,"FEATURE   Danaher stock gained after picking up a bullish call from Wall Street.  Valuation normalization is the reason, and after a painful few months, the stock looks attractive again.  Shares of the life-sciences company rose 3."
2025-03-25,Why Danaher Corporation (DHR) is Among the Best Diagnostics Stocks to Invest in Right Now,Yahoo,"We recently published a list of the 12 Best Diagnostics Stocks to Invest In Right Now. In this article, we are going to take a look at where Danaher Corporation (NYSE:DHR) stands against the other best diagnostics stocks to invest in right now. Overview of the Clinical Diagnostics Market According to a report by Mordor […]"
2025-03-25,"8 Upcoming Dividend Increases, Including A King",SeekingAlpha,"Discover 8 companies with dividend hikes, 4 exceeding 10%. Learn how consistent growth and smart strategies can boost your portfolio."
2025-03-30,Putnam Large Cap Growth Fund Q4 2024 Commentary,SeekingAlpha,"US equities had another positive quarter, with the S&P 500 Index returning 2.41% and our primary benchmark, the Russell 1000 Growth Index, returning 7.07%."
2025-03-31,Danaher Corporation: A Mixed Bag Of Strength And Stagnation,SeekingAlpha,Danaher Corporation incorporates science and technology and has a market cap of $150B.
2025-04-11,Danaher Corp. stock underperforms Thursday when compared to competitors,MarketWatch,Danaher Corp. stock underperforms Thursday when compared to competitors
2025-04-11,Jim Cramer Calls Out Danaher (DHR) CEO: “Time to Step Up or Step Aside”,Yahoo,"We recently published a list of Jim Cramer Talked About These 8 Stocks. In this article, we are going to take a look at where Danaher Corporation (NYSE:DHR) stands against other stocks that Jim Cramer discusses. On Friday, Jim Cramer, the host of Mad Money, expressed concern over President Donald Trump’s focus on the long-term […]"
2025-04-15,Danaher Corp. stock underperforms Monday when compared to competitors despite daily gains,MarketWatch,Danaher Corp. stock underperforms Monday when compared to competitors despite daily gains
2025-04-16,"Exploring Analyst Estimates for Danaher (DHR) Q1 Earnings, Beyond Revenue and EPS",Yahoo,"Besides Wall Streets top -and-bottom-line estimates for Danaher (DHR), review projections for some of its key metrics to gain a deeper understanding of how the company might have fared during the quarter ended March 2025."
2025-04-21,Danaher Gears Up to Post Q1 Earnings: Is a Beat in Store?,Yahoo,"DHRs first-quarter earnings are likely to have been aided by strength in the Biotechnology segment. However, weakness in the Diagnostics and Life Sciences segments are expected to have hurt."
2025-04-21,Danaher (DHR) To Report Earnings Tomorrow: Here Is What To Expect,Yahoo,Diversified science and technology company Danaher (NYSE:DHR) will be announcing earnings results tomorrow morning. Here’s what to look for.
2025-04-22,Earnings season is off to a lackluster start: DataTrek,MarketWatch,Earnings season is off to a lackluster start: DataTrek
2025-04-22,Tesla kicks off Mag 7 results as earnings season picks up speed,MarketWatch,Tesla kicks off Mag 7 results as earnings season picks up speed
2025-04-23,BLCO or DHR: Which Is the Better Value Stock Right Now?,Yahoo,BLCO vs. DHR: Which Stock Is the Better Value Option?
2025-04-24,"Danaher predicts $350M tariff hit, moves to mitigate impact on profits",Yahoo,"The company is planning manufacturing footprint changes, supply chain adjustments, surcharges and cost cutting to limit the impact of the tariffs."
2025-04-28,"Revvity joins peers Thermo Fisher, Danaher in tariff warning, maintains profit outlook",Finnhub,"Medical equipment maker Revvity on Monday joined larger peers in warning about the impact of tariffs imposed by the U.S. President Donald Trumps administration, but maintained its annual profit..."
2025-04-29,Jim Cramer on Danaher Corporation (DHR): From Best to Worst Amid China Struggles,Yahoo,"We recently published a list of Jim Cramer Talks About Elon Musk & Discusses These 11 Stocks. In this article, we are going to take a look at where Danaher Corporation (NYSE:DHR) stands against other stocks that Jim Cramer recently discussed. In a recent appearance on CNBC’s Squawk on the Street, Jim Cramer commented that […]"
2025-05-06,"Danaher: A Capital Intensive Business Offering Low Risk, Low Reward Opportunity",SeekingAlpha,"Danaher Corp.s intrinsic value shows 14% upside, but challenges like high debt & low growth reduce its investment appeal."
2025-05-07,Fidelity Select Health Care Portfolio Q1 2025 Commentary,SeekingAlpha,"For Q1 2025, the Fidelity Select Health Care Portfolio returned -1.03%, underperforming the MSCI health care index. Click here to read the full commentary."
2025-05-09,1 S&P 500 Stock with Competitive Advantages and 2 to Keep Off Your Radar,Yahoo,"The S&P 500 (^GSPC) is home to the biggest and most well-known companies in the market, making it a go-to index for investors seeking stability. But not all large-cap stocks are created equal - some are struggling with slowing growth, declining margins, or increased competition."
2025-05-09,"From Apple to GM, Tariffs to Cost Companies Tens of Billions",Yahoo,"(Bloomberg) -- From Apple Inc. to General Motors Co., corporate America is bracing for tens of billions of dollars in damages from Trump’s trade war — and that’s before most affected goods have landed.Most Read from BloombergIs Trump’s Plan to Reopen the Notorious Alcatraz Prison Realistic?As Trump Reshapes Housing Policy, Renters Face Rollback of RightsVail to Borrow Muni Debt to Ease Ski Resort Town Housing CrunchNYC Warns of 17% Drop in Foreign Tourists Due to Trump PoliciesLA Mayor Credits T"
2025-05-12,Q1 Earnings Highs And Lows: Avantor (NYSE:AVTR) Vs The Rest Of The Research Tools & Consumables Stocks,Yahoo,"Quarterly earnings results are a good time to check in on a company’s progress, especially compared to its peers in the same sector. Today we are looking at Avantor (NYSE:AVTR) and the best and worst performers in the research tools & consumables industry."
2025-05-22,BNY Mellon Dynamic Value Fund Q1 2025 Commentary,SeekingAlpha,BNY Mellon Dynamic Value Fund (Class A at NAV) returned 2.63% during the first quarter of 2025.
2025-05-22,"Danaher, Illumina, Globalstar, and Insperity Shares Plummet, What You Need To Know",Yahoo,"A number of stocks fell in the afternoon session after the major indices fell further in the afternoon (Nasdaq -1.3%, S&P 500 - 1.4%) as Treasury yields rose, reflecting market anxiety over a draft federal budget that could worsen the already wide US fiscal deficit. A poor auction for 20-year U.S. Treasury bonds further raised concerns, as weak demand implies investors are becoming more cautious about holding long-dated U.S. debt."
2025-05-22,Why Is Danaher (DHR) Down 4.8% Since Last Earnings Report?,Yahoo,Danaher (DHR) reported earnings 30 days ago. Whats next for the stock? We take a look at earnings estimates for some clues.
2025-05-28,Research Tools & Consumables Stocks Q1 Recap: Benchmarking Mettler-Toledo (NYSE:MTD),Yahoo,"Looking back on research tools & consumables stocks’ Q1 earnings, we examine this quarter’s best and worst performers, including Mettler-Toledo (NYSE:MTD) and its peers."
2025-05-30,Weitz Multi Cap Equity Fund Q1 2025 Commentary,SeekingAlpha,"The Multi Cap Equity Fundâs Institutional Class returned +0.81% for the quarter, comparing favorably to the Russell 3000 Indexâs loss of -4.72%."
2025-05-30,Weitz Partners III Opportunity Fund Q1 2025 Commentary,SeekingAlpha,"The Partners III Opportunity Fundâs Institutional Class returned -0.45% for the first quarter of 2025, comparing favorably to the Russell 3000 Indexâs return of -4.72%."
2025-06-02,1 Cash-Producing Stock with Exciting Potential and 2 to Question,Yahoo,"A company that generates cash isn’t automatically a winner. Some businesses stockpile cash but fail to reinvest wisely, limiting their ability to expand."
2025-06-02,SCIEX Sets a New Standard in Accurate Mass Quantitation With the ZenoTOF 8600 System and New Software Collaborations,Yahoo,"MARLBOROUGH, Mass., June 02, 2025--At ASMS 2025, SCIEX launches the ZenoTOF 8600 system, setting a new standard in accurate mass quantitation."
2025-06-05,3 Reasons to Avoid DHR and 1 Stock to Buy Instead,Yahoo,"Over the past six months, Danaher’s shares (currently trading at $193.08) have posted a disappointing 15.3% loss while the S&P 500 was down 1.8%. This may have investors wondering how to approach the situation."
2025-06-10,Danaher : Sustainability report (Danaher 2025 Sustainability Report),Finnhub,ility Innovation at the speed of life danaher All of the photographs featured throughout this report were taken...
2025-06-12,3 of Wall Street’s Favorite Stocks Skating on Thin Ice,Yahoo,"Wall Street is overwhelmingly bullish on the stocks in this article, with price targets suggesting significant upside potential. However, it’s worth remembering that analysts rarely issue sell ratings, partly because their firms often seek other business from the same companies they cover."
2025-06-18,Danaher Schedules Second Quarter 2025 Earnings Conference Call,Yahoo,"Danaher Corporation (NYSE: DHR) announced that it will webcast its quarterly earnings conference call for the second quarter 2025 on Tuesday, July 22, 2025 beginning at 8:00 a.m. ET and lasting approximately one hour. During the call, the company will discuss its financial performance, as well as future expectations."
2025-06-21,Danaher Corp. stock underperforms Friday when compared to competitors despite daily gains,MarketWatch,Danaher Corp. stock underperforms Friday when compared to competitors despite daily gains
2025-06-26,"Danaher Corporation (DHR) Is “Fool’s Gold,” Bemoans Jim Cramer",Yahoo,Danaher Corporation (NYSE:DHR) is one of the Jim Cramer Discusses US-China Trade War & These 10 Stocks. Danaher Corporation (NYSE:DHR) is one of the largest industrial and medical research products manufacturers in America. It has been one of the most troubled stocks this year as the shares have lost 14.5% year-to-date. Danaher Corporation (NYSE:DHR)’s shares […]
2025-06-27,1 Industrials Stock for Long-Term Investors and 2 to Ignore,Yahoo,"Industrials businesses quietly power the physical things we depend on, from cars and homes to e-commerce infrastructure. But this role also comes with a demand profile tethered to the ebbs and flows of the broader economy. Thankfully, industrial end markets were stable over the past six months as the industry’s 1.5% gain has nearly mirrored the S&P 500."
2025-06-27,Danaher Appoints Martin Stumpe as Chief Technology and AI Officer,Yahoo,"Danaher Corporation (NYSE: DHR), a leading global life sciences and diagnostics innovator, today announced that Martin Stumpe will be appointed Chief Technology and AI Officer, effective October 1, 2025. He will report directly to Rainer Blair, President and Chief Executive Officer."
2025-06-29,Is Danahers M&A Premium Already Priced In?,Yahoo,Growing at a decent rate and available at reasonable valuations.
2025-07-03,"Biopharmaceuticals Manufacturing Consumables Testing Market 2025-2030: Thermo Fisher Scientific, Danaher Corporation, and Merck Lead",Yahoo,"Demand for validated consumables and innovative testing methods like PCR and chromatography persists, driven by regulatory needs and environmental considerations Biopharmaceuticals Manufacturing Consumables Testing Market Biopharmaceuticals Manufacturing Consumables Testing Market Dublin, July 03, 2025 (GLOBE NEWSWIRE) -- The Biopharmaceuticals Manufacturing Consumables Testing Market by Product Type, Testing Type, Technology, Application, End User - Global Forecast to 2030 has been added to R"
2025-07-06,Spectris: Takeover Highlights Hidden Value In U.K. Small-Cap Stocks,SeekingAlpha,"Spectris takeover offers highlight how deeply undervalued UK small- and mid-cap stocks are, especially versus US peers. Read why SEPJF stock is a Hold."
2025-07-15,Harding Loevner Global Equity Q2 2025 Report,SeekingAlpha,"The Global Equity composite rose 10.3% gross of fees in the second quarter, lagging the 11.7% gain in the MSCI ACWI Index."
2025-07-16,"Saudi Arabia In-Vitro Diagnostics Market Report 2025-2030 Featuring Abbott, BD, Bio-Rad Laboratories, Biomerieux, Danaher, Nihon Kohden, Roche, Siemens Healthineers, Sysmex, Thermo Fischer Scientific",Yahoo,"Saudi Arabias in-vitro diagnostics market is set to grow from USD 734.7M in 2024 to USD 932.3M by 2030, driven by a rising elderly population and chronic disease prevalence. Saudi Arabia leads the GCC region in IVD, benefiting from government initiatives like Vision 2030 and healthcare sector advances.Dublin, July 16, 2025 (GLOBE NEWSWIRE) -- The Saudi Arabia In-Vitro Diagnostics (IVD) Market (By Segment, Application, Product, End User), Size, Share, Major Deals, Key Company Profiles, Revenue,"
2025-07-19,‘Too Cheap to Ignore’: Scotiabank Says There’s an Opportunity Brewing in These 2 Large Cap Healthcare Stocks,Yahoo,"President Donald Trump’s new second term is young, but some of its patterns are already clear. The President has no interest in keeping the government’s sacred cows intact, and large swaths of Federal spending are on the chopping block. Healthcare funding, long a third rail in politics, is among those endangered sectors. The Trump Administration has already cut back on funding for various academic research institutions and government agencies. Uncertainty around trade and tariff policy, and the"
2025-07-21,Donald Trump faces frosty reception on Aberdeen golf trip,Yahoo,Hello and welcome to the working week.I must start with a thank you to my colleague Harvey for stepping in for me last week while I took an early...
2025-07-23,Thermo Fisher beats quarterly estimates on resilient demand for its tools and services,Yahoo,"Shares of the medical equipment maker were up 2.5% in premarket trading.  The company joins peers such as Danaher in beating quarterly profit estimates, citing strong demand from the industry for tools and services used to make vaccines and therapies.  Danaher said on Tuesday it is seeing a robust number of clinical trials and therapies under development, with steady demand from its pharmaceutical clients."
2025-07-27,"Danaher Corporation (DHR)’s Been A Disaster, Says Jim Cramer",Yahoo,"We recently published 10 Stocks Jim Cramer Talked About As He Said Everyone Won From Trump’s Japan Deal. Danaher Corporation (NYSE:DHR) is one of the stocks Jim Cramer recently discussed. Danaher Corporation (NYSE:DHR) is an American life sciences, diagnostics, and biotechnology equipment provider. Its shares have lost 11% year-to-date, and Cramer isn’t a fan of […]"
2025-07-28,International Markets and Danaher (DHR): A Deep Dive for Investors,Yahoo,Explore how Danahers (DHR) revenue from international markets is changing and the resulting impact on Wall Streets predictions and the stocks prospects.
2025-07-29,Veralto lifts annual profit forecast on water treatment demand,Yahoo,"Veralto raised its full-year profit forecast and beat quarterly estimates on Monday, helped by strong demand for its industrial water treatment services. Shares of the company rose 1.4% in extended trade. The Waltham, Massachusetts-based company provides water treatment solutions to industrial customers that help ensure quality, alongside packaging and quality control services."
2025-07-30,Got $500? 3 Blue Chip Dividend Stocks to Buy and Hold Forever,Yahoo,Being a great investor doesnt have to be complicated or expensive.
